exercise_name_en,exercise_type,body_part,equipment,level,description
Single-arm kettlebell snatch,力量训练,Shoulders,壶铃,Intermediate,"The single-arm kettlebell snatch is a kettlebell exercise that involves lifting a kettlebell overhead in a single motion. It is popular as a full-body strength and conditioning movement, but it's also competed for reps in Russian-style girevoy sport. A ""snatch test"" of max reps in 5 or 10 minutes is also a common measurement of conditioning in kettlebell training. It can be performed from the ground or with a swing"
Single-arm kettlebell clean and jerk,力量训练,Shoulders,壶铃,Intermediate,"The single-arm kettlebell clean and jerk is a popular kettlebell movement that is performed both in an exercise setting and competitively as a part of Russian-style girevoy sport. It differs from a clean and push-press in that the lifter ""dips"" under the weight rather than simply using the legs to help push the weight up. Each rep of a clean and jerk is preceded by a clean at the start of each set. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex."
Kettlebell pirate ship,力量训练,Shoulders,壶铃,Intermediate,"The kettlebell pirate ship is a rotational shoulder and core-focused kettlebell movement. It demands the lifter raise the kettlebell to the side in both directions, emphasizing core strength in the transverse abdominis and obliques in particular. It is best learned with a light weight, using controlled movements in both directions."
Two-Arm Kettlebell Clean,力量训练,Shoulders,壶铃,Beginner,
Double Kettlebell Push Press,力量训练,Shoulders,壶铃,Intermediate,"The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a double clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex."
Kettlebell Seated Press,力量训练,Shoulders,壶铃,Beginner,
Double Kettlebell Jerk,力量训练,Shoulders,壶铃,Beginner,
Kettlebell Arnold Press,力量训练,Shoulders,壶铃,Beginner,
Double-kettlebell windmill,力量训练,Shoulders,壶铃,Intermediate,"The double-kettlebell windmill is an advanced kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. Because it involves holding one weight overhead while holding another under the torso, it builds strength across the core and stability in the shoulders. It doesn't work well in a metcon or conditioning setting, and shouldn't be performed under intense fatigue."
One-Arm Kettlebell Split Snatch,力量训练,Shoulders,壶铃,Beginner,
One-Arm Kettlebell Para Press,力量训练,Shoulders,壶铃,Beginner,
One-Arm Kettlebell Split Jerk,力量训练,Shoulders,壶铃,Beginner,
One-Arm Kettlebell Military Press To The Side,力量训练,Shoulders,壶铃,Beginner,
One-Arm Kettlebell Jerk,力量训练,Shoulders,壶铃,Beginner,
Double Kettlebell Snatch,力量训练,Shoulders,壶铃,Beginner,
Two-Arm Kettlebell Jerk,力量训练,Shoulders,壶铃,Beginner,
FYR Kettlebell Power Clean,力量训练,Shoulders,壶铃,Intermediate,"The kettlebell power clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level with a slight swing between the legs. It is often used as a drill to teach kettlebell clean technique, but is also a valuable power exercise in its own right. It can be performed in low rep ranges for strength or higher rep ranges for technique practice or muscle growth."
Kettlebell upright row,力量训练,Shoulders,壶铃,Intermediate,"The kettlebell upright row is an exercise targeting the muscles of the traps (trapezius), as well as the posterior muscles of the shoulders or deltoid muscles. It is common as a light- or moderate-weight accessory movement in upper-body or shoulder training, usually in rep ranges of 8-12 or more. It may not be appropriate for some people, depending on their shoulder health."
Kettlebell upright row and press,力量训练,Shoulders,壶铃,Intermediate,"The kettlebell upright row and press is a combination of two popular kettlebell movements in a single sequence. This combination can be performed for time or for reps, often as circuit-style training for conditioning or fat loss, or in a kettlebell complex or flow."
Single-arm kettlebell thruster,力量训练,Shoulders,壶铃,Intermediate,"The single-arm kettlebell thruster is a popular kettlebell movement that combines a kettlebell front squat with a kettlebell press. It is preceded by a clean at the start of each set, and you can perform a clean between each rep if you choose. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a kettlebell combination or complex."
Double-kettlebell shoulder press,力量训练,Shoulders,壶铃,Intermediate,"The double-kettlebell shoulder press is a popular movement in strength and muscle-focused kettlebell workouts. Each set is started by cleaning the weights up to the rack position. The weights can optionally be re-cleaned between each rep, which is known as a clean and press. The double press can be trained in traditional strength or muscle-growth rep ranges (e.g., 5x5 or 8-12 reps per set), or in circuit-style fat-loss training or kettlebell complexes."
Double-kettlebell push-press,力量训练,Shoulders,壶铃,Intermediate,"The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a double clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex."
HM Kettlebell Windmill,力量训练,Shoulders,壶铃,Intermediate,
HM Kettlebell Z-Press,力量训练,Shoulders,壶铃,Intermediate,
Taylor Half-Kneeling Kettlebell Halo,力量训练,Shoulders,壶铃,Intermediate,
Taylor Towel Kettlebell Farmer's Walk,力量训练,Shoulders,壶铃,Intermediate,
FYR2 Double-Kettlebell Alternating Press,力量训练,Shoulders,壶铃,Intermediate,
FYR2 Double-Kettlebell Thruster,力量训练,Shoulders,壶铃,Intermediate,
FYR2 Half-Kneeling Kettlebell Clean,力量训练,Shoulders,壶铃,Intermediate,
FYR2 Kettlebell Clean and Press,力量训练,Shoulders,壶铃,Intermediate,
FYR2 Kettlebell High Pull to Overhead Press,力量训练,Shoulders,壶铃,Intermediate,
FYR2 Kettlebell Swing Clean and Press,力量训练,Shoulders,壶铃,Intermediate,
FYR2 Single-Arm Kettlebell Press,力量训练,Shoulders,壶铃,Intermediate,
FYR2 Ascending-Rep High-Pull-Press Complex,力量训练,Shoulders,壶铃,Intermediate,
Dumbbell front raise to lateral raise,力量训练,Shoulders,哑铃,Intermediate,"The dumbbell front raise to lateral raise is a dumbbell complex that combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders. It is usually performed one rep of each movement at a time, although you could perform more reps of each, or increase the reps in successive rounds (e.g., 1 rep in round 1, 2 reps in round 2, etc.). No matter how you perform it, it targets both the anterior and medial deltoids, making it a great time-efficient shoulder burnout or accessory movement on an upper-body day."
Single-arm palm-in dumbbell shoulder press,力量训练,Shoulders,哑铃,Intermediate,"The single-arm palm-in dumbbell shoulder press builds the shoulder muscles but with two major differences from the standard dumbbell shoulder press. It's done one arm at a time and the wrist stays neutral throughout the movement. It can be performed standing or seated. A single dumbbell press can be pursued as a strength goal, or trained in traditional muscle-building rep ranges such as 8-15 reps per set or more."
Standing palms-in shoulder press,力量训练,Shoulders,哑铃,Intermediate,"The standing palms-in shoulder press is a dumbbell exercise targeting the shoulders. It can be performed in strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning."
Seated Dumbbell Press,力量训练,Shoulders,哑铃,Intermediate,"The seated dumbbell shoulder pressis an exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also assist. Some lifters feel that using dumbbells versus a barbell reduced injury risk."
Standing dumbbell shoulder press,力量训练,Shoulders,哑铃,Intermediate,"The standing dumbbell shoulder press is a classic deltoid-building exercise that is common in gyms around the world. Performing the move standing up as opposed to seated allows more weight to be used and taxes the core more than seated presses. The standing press is worthy of being the main movement in a muscle-building shoulder workout, but is also a great strength movement and accessory for the bench press."
Single-arm lateral raise,力量训练,Shoulders,哑铃,Intermediate,"The single-arm lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. It's a staple strength-training move and is a great option for accessory work on upper-body training days. Hold on to a post for balance, or do it free-standing to challenge core strength and stability. It is usually performed for moderate to high reps, at least 8-12 reps per side, as part of the upper-body or shoulder-focused portion of a workout."
Power Partials,力量训练,Shoulders,哑铃,Beginner,
Incline dumbbell reverse fly,力量训练,Shoulders,哑铃,Intermediate,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more."
Overhead dumbbell front raise,力量训练,Shoulders,哑铃,Intermediate,"The overhead dumbbell front raise takes the dumbbell front raise one step further, extending the motion all the way above the head. In addition to the shoulders, it activates and strengthens the muscles of the traps and upper back. It is usually performed for moderate to high reps, such as 8-15 reps or more. It can be part of a dynamic upper-body warm-up, performed as a muscle-building upper-body movement, or as a burnout movement on shoulder day."
